[롯데] 2026년 09월 예약가능 잔여객실 현황
수집일시: 2026-07-14 18:05
==================================================

■ 지점명: 롯데리조트 부여 (충청)
  - 2026년 09월 01일 (화요일) | 캐릭터 스위트 말랑이 | 예약가능 (1실) | 요금: 287850
  - 2026년 09월 28일 (월요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 278350
  - 2026년 09월 28일 (월요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 234650
  - 2026년 09월 28일 (월요일) | 호텔 디럭스 더블 | 예약가능 (11실) | 요금: 172900
  - 2026년 09월 28일 (월요일) | 호텔 디럭스 트윈 | 예약가능 (15실) | 요금: 172900
  - 2026년 09월 28일 (월요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 424650
  - 2026년 09월 28일 (월요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 424650
  - 2026년 09월 28일 (월요일) | 호텔 스위트A형 더블온돌 | 예약가능 (3실) | 요금: 243200
  - 2026년 09월 28일 (월요일) | 호텔 스위트A형 트윈더블 | 예약가능 (4실) | 요금: 243200
  - 2026년 09월 28일 (월요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 243200
  - 2026년 09월 28일 (월요일) | 호텔 스위트B형 더블온돌 | 예약가능 (5실) | 요금: 243200
  - 2026년 09월 28일 (월요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (6실) | 요금: 243200
  - 2026년 09월 28일 (월요일) | 호텔 패밀리 더블더블 | 예약가능 (7실) | 요금: 208050
  - 2026년 09월 28일 (월요일) | 호텔 패밀리 배리어프리 | 예약가능 (8실) | 요금: 208050
  - 2026년 09월 28일 (월요일) | 호텔 풀스위트 더블더블 | 예약가능 (4실) | 요금: 291650
  - 2026년 09월 28일 (월요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 353400
  - 2026년 09월 28일 (월요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 353400
  - 2026년 09월 28일 (월요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 274550
  - 2026년 09월 29일 (화요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 274550
  - 2026년 09월 29일 (화요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 274550
  - 2026년 09월 29일 (화요일) | 펫 디럭스 트윈 | 예약가능 (1실) | 요금: 194750
  - 2026년 09월 29일 (화요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 269800
  - 2026년 09월 29일 (화요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 226100
  - 2026년 09월 29일 (화요일) | 호텔 디럭스 더블 | 예약가능 (11실) | 요금: 164350
  - 2026년 09월 29일 (화요일) | 호텔 디럭스 트윈 | 예약가능 (7실) | 요금: 164350
  - 2026년 09월 29일 (화요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 416100
  - 2026년 09월 29일 (화요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 416100
  - 2026년 09월 29일 (화요일) | 호텔 스위트A형 더블온돌 | 예약가능 (3실) | 요금: 234650
  - 2026년 09월 29일 (화요일) | 호텔 스위트A형 트윈더블 | 예약가능 (4실) | 요금: 234650
  - 2026년 09월 29일 (화요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 234650
  - 2026년 09월 29일 (화요일) | 호텔 스위트B형 더블온돌 | 예약가능 (5실) | 요금: 234650
  - 2026년 09월 29일 (화요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (6실) | 요금: 234650
  - 2026년 09월 29일 (화요일) | 호텔 패밀리 더블더블 | 예약가능 (5실) | 요금: 199500
  - 2026년 09월 29일 (화요일) | 호텔 패밀리 배리어프리 | 예약가능 (8실) | 요금: 199500
  - 2026년 09월 29일 (화요일) | 호텔 풀스위트 더블더블 | 예약가능 (4실) | 요금: 283100
  - 2026년 09월 29일 (화요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 344850
  - 2026년 09월 29일 (화요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 344850
  - 2026년 09월 29일 (화요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 265050
  - 2026년 09월 30일 (수요일) | 캐릭터 스위트 말랑이 | 예약가능 (2실) | 요금: 274550
  - 2026년 09월 30일 (수요일) | 캐릭터 스위트 빼빼로 | 예약가능 (1실) | 요금: 274550
  - 2026년 09월 30일 (수요일) | 펫 디럭스 트윈 | 예약가능 (1실) | 요금: 194750
  - 2026년 09월 30일 (수요일) | 펫 스위트 트윈더블 | 예약가능 (1실) | 요금: 269800
  - 2026년 09월 30일 (수요일) | 펫 패밀리 더블더블 | 예약가능 (2실) | 요금: 226100
  - 2026년 09월 30일 (수요일) | 호텔 디럭스 더블 | 예약가능 (12실) | 요금: 164350
  - 2026년 09월 30일 (수요일) | 호텔 디럭스 트윈 | 예약가능 (8실) | 요금: 164350
  - 2026년 09월 30일 (수요일) | 호텔 로얄 더블트윈 | 예약가능 (1실) | 요금: 416100
  - 2026년 09월 30일 (수요일) | 호텔 로얄 트윈트윈 | 예약가능 (2실) | 요금: 416100
  - 2026년 09월 30일 (수요일) | 호텔 스위트A형 더블온돌 | 예약가능 (3실) | 요금: 234650
  - 2026년 09월 30일 (수요일) | 호텔 스위트A형 트윈더블 | 예약가능 (4실) | 요금: 234650
  - 2026년 09월 30일 (수요일) | 호텔 스위트A형 트윈온돌 | 예약가능 (4실) | 요금: 234650
  - 2026년 09월 30일 (수요일) | 호텔 스위트B형 더블온돌 | 예약가능 (5실) | 요금: 234650
  - 2026년 09월 30일 (수요일) | 호텔 스위트B형 트윈온돌 | 예약가능 (6실) | 요금: 234650
  - 2026년 09월 30일 (수요일) | 호텔 패밀리 더블더블 | 예약가능 (6실) | 요금: 199500
  - 2026년 09월 30일 (수요일) | 호텔 패밀리 배리어프리 | 예약가능 (8실) | 요금: 199500
  - 2026년 09월 30일 (수요일) | 호텔 풀스위트 더블더블 | 예약가능 (4실) | 요금: 283100
  - 2026년 09월 30일 (수요일) | 호텔 프레지덴셜 더블트윈 | 예약가능 (1실) | 요금: 344850
  - 2026년 09월 30일 (수요일) | 호텔 프레지덴셜 트윈트윈 | 예약가능 (1실) | 요금: 344850
  - 2026년 09월 30일 (수요일) | 호텔 프리미엄스위트 더블 | 예약가능 (4실) | 요금: 265050
